place_id,nome,endereco,municipio,categoria,avaliacao,numero_avaliacoes,lat,lng,telefone,website
ChIJE7zwBPv6zZQRRuy7sNJoGmo,Clube Sinuca Bar,"Av. Marginal - Chácara Vista Linda, Bertioga - SP, 11250-000, Brasil",Bertioga,Bar/Casa Noturna,4.4,55.0,-23.8049394,-46.0877293,(13) 98185-9119,
ChIJE8Y9XUgDzpQRapvYnr9_a4E,Adega 72,"R. Teixeira de Freitas, N°04 - Campo Grande, Santos - SP, 11075-720, Brasil",Santos,adega,5.0,28.0,-23.9547218,-46.3411219,(13) 97426-8704,http://www.instagram.com/_adega72
ChIJEZcn6hADzpQRwrYgOhPAglY,Ruskin Arms Pub,"Av. Dr. Epitácio Pessoa, 340 - Aparecida, Santos - SP, 11045-300, Brasil",Santos,bar,4.6,674.0,-23.9770394,-46.3129558,(13) 3227-1147,https://www.instagram.com/ruskinarmspub/
ChIJEbnCWeIDzpQRASZ5krd9BNg,"Jera, Fulvia e Eva","R. Flávio Martins, 175 - Santa Cruz dos Navegantes, Guarujá - SP, 11425-130, Brasil",Guarujá,casa noturna,5.0,1.0,-23.9976431,-46.3008438,,
ChIJEzcMz6gdzpQRkuV-5XZEQvc,No Grau Choperia,"Av. Mal. Mallet, 963 - Boqueirão, Praia Grande - SP, 11701-340, Brasil",Praia Grande,casa noturna,4.3,1089.0,-24.008926,-46.4051141,(13) 99185-6766,
ChIJEzfDxqkpzpQReWyEV7axHc0,Megaam SP,"Av. Gov. Mário Covas Júnior, 10184 - Balneario Itaguaí, Mongaguá - SP, 11730-000, Brasil",Mongaguá,casa noturna,4.0,1.0,-24.1336494,-46.6930613,(13) 99738-5745,https://instagram.com/megaamsp?igshid=OGQ5ZDc2ODk2ZA==
ChIJF-BiSlgXzpQRwYJF3c81LgI,Bar,"Caminho São Leopoldo - Vila Esperança, Cubatão - SP, 11540-320, Brasil",Cubatão,bar,4.1,21.0,-23.9000616,-46.4502868,,
ChIJF-ROx53xzZQR8t7Dvy-fL4g,Adega Da Tetê,"Terceiro Gleba, Bertioga - SP, 11250-000, Brasil",Bertioga,Adega,4.5,117.0,-23.8059336,-46.0552315,(12) 99684-4224,
ChIJF1GKkM8dzpQRSNPKQoD8XcQ,Na Toca,"R. Jacob Emmerich, 795 - Centro, São Vicente - SP, 11310-070, Brasil",São Vicente,bar,4.5,593.0,-23.9659197,-46.3887297,(13) 97413-4660,https://www.facebook.com/natoca.sv/
ChIJF4SwWHkdzpQRnUUhd1Z2Rto,799 BAR & FOOD,"R. Jacob Emmerich, 799 - Centro, São Vicente - SP, 11310-070, Brasil",São Vicente,bar,4.6,40.0,-23.965905,-46.38877,(13) 3466-4471,https://www.facebook.com/799barfood
ChIJF4_G7G0dzpQR3qhS5A2_K5k,Pit Stop Adega Alves,"Av. Pres. Costa e Silva, N°733 - Boqueirão, Praia Grande - SP, 11700-422, Brasil",Praia Grande,adega,5.0,1.0,-24.0069451,-46.4138192,(13) 98806-9050,https://www.facebook.com/AdegaAlvespg/
ChIJFQ_E-hUDzpQR3bBMjX1Cb6U,Ôxe Bar,"Av. Siqueira Campos, 606 - Macuco, Santos - SP, 11045-200, Brasil",Santos,bar,4.5,2220.0,-23.9702883,-46.3202398,,https://www.instagram.com/oxe.outrobar/
ChIJFSlRgdgr0JQRFHagANj-SJ4,Itagelada Adega,"Av. Sorocabana, 3072 - loja 04 - Cibratel II, Itanhaém - SP, 11740-000, Brasil",Itanhaém,adega,4.8,59.0,-24.2055097,-46.8344472,(11) 99609-9513,http://instagram.com/itageladabebidas
ChIJFcR6Z9wDzpQRosjiT3-EUCg,Sobar Conveniência | Delivery de Bebidas,"Av. Oswaldo Cruz, 794 - Parque Estuario (Vicente de Carvalho), Guarujá - SP, 11460-102, Brasil",Guarujá,adega,4.6,102.0,-23.9457141,-46.2926069,(13) 3371-5030,http://www.sobarconveniencia.com.br/
ChIJG1DlwgsqzpQRtNvZI7umKYg,Casa De Batida Caiçara,"Av. Cabuçu, 481 - Nossa Sra. do Sion, Itanhaém - SP, 11740-000, Brasil",Itanhaém,casa noturna,4.2,85.0,-24.1618819,-46.7630264,(13) 99725-0546,
ChIJGRBxRdcl0JQRD5FBuPns5qg,Adega PV,"Av. São João, N° 10 - Loja 4 - Centro, Peruíbe - SP, 11750-000, Brasil",Peruíbe,adega,4.6,35.0,-24.3241631,-46.9955807,(13) 3455-1334,http://instagram.com/adegapv
ChIJGUNryBkDzpQRwF9vppZMyBQ,Adega do Macuco,"R. João Luzo, 66/68 - Macuco, Santos - SP, 11020-270, Brasil",Santos,adega,4.7,38.0,-23.9652794,-46.3056995,(13) 99801-1856,https://instagram.com/adegadomacuco?igshid=YmMyMTA2M2Y=
ChIJGUbA0XnV0ZQR67rsrO921L8,EMPORIUM GASTRO BEER,"Praça Carlos Botelho, 177 - Centro, Itanhaém - SP, 11740-000, Brasil",Itanhaém,bar,4.6,687.0,-24.1830356,-46.7891683,(13) 3427-9300,
ChIJGZiywxIdzpQRXn1ln7bdBAY,Mangute Lounge,"Al. Paulo Gonçalves, 61 - Itararé, São Vicente - SP, 11320-350, Brasil",São Vicente,bar,3.8,118.0,-23.9766672,-46.3713293,(13) 99130-1461,
ChIJGdr35F8dzpQR0BwnmOApcRM,Santo Canto Bar & Espetaria,"Av. Irmãos Adorno, 207 - Sítio do Campo, Praia Grande - SP, 11725-320, Brasil",Praia Grande,bar,4.6,1238.0,-23.9983705,-46.42156689999999,(13) 3329-5300,https://instagram.com/santocantobarpg
ChIJGeHW8DApzpQR-TAGJn3IAhc,garagem madruga,"Av. Jussara, 150 - Balneário, Mongaguá - SP, 11730-000, Brasil",Mongaguá,adega,4.4,18.0,-24.1229479,-46.68024339999999,(13) 99683-7845,
ChIJGeZSS-MdzpQR-x_6VV1Bt2s,Porfs Adega,"Zap (13 - R. Dourados, 62 - 95538-5022 - Boqueirão, Praia Grande - SP, 11701-010, Brasil",Praia Grande,adega,5.0,35.0,-24.0125645,-46.41522490000001,(13) 98152-1360,
ChIJGebZ9goazpQRDpCzyBGm4cc,Muribecas Bar,"R. Primeiro de Maio, 136 - Vila Nova, Cubatão - SP, 11520-135, Brasil",Cubatão,bar,3.9,69.0,-23.8943845,-46.4222586,,
ChIJGzlOABUdzpQRfEvaRdOZWtM,Mestre Kame,"R. Dair Borges, 51 - Boqueirão, Praia Grande - SP, 11701-210, Brasil",Santos,adega,,,-24.006048,-46.4140451,(11) 98922-8623,https://www.instagram.com/adegamestrekameboqueirao?igsh=MWllOWZ3MXNtM2N3MA==&utm_source=qr
ChIJH10bE1AZzpQRDeVRqsu9DBk,Point Boa Opção,"Av. Dep. Ulisses Guimarães, 814 - Jardim Rio Branco, São Vicente - SP, 11347-000, Brasil",São Vicente,casa noturna,,,-23.9811854,-46.4718725,,
ChIJH3-IEa0dzpQRFxmWxWWzHTw,MM Videokê Bar e Música,"Av. Mal. Mallet, 1524 - Canto do Forte, Praia Grande - SP, 11700-400, Brasil",Praia Grande,casa noturna,4.3,1050.0,-24.0040236,-46.408968,(13) 99135-9365,https://m.facebook.com/mmvideoke/?locale2=pt_BR
ChIJH7kuzJIdzpQROiMFipUyOUg,Adega e Tabacaria 2k PG,"R. Dr. Cyro Carneiro, 730 - Guilhermina, Praia Grande - SP, 11702-220, Brasil",Praia Grande,adega,5.0,25.0,-24.0092544,-46.4325286,(11) 99449-0158,https://www.instagram.com/adega2kpg?igsh=dDBzZm16ZDQ0bGlw
ChIJHTi7HzXV0ZQRISMD91EZSxk,Social Coast Lounge Club,"Praça Carlos Botelho, 159 - Centro, Itanhaém - SP, 11740-000, Brasil",Itanhaém,casa noturna,4.2,133.0,-24.1830546,-46.7892728,(13) 99617-3453,
ChIJHVVaDDcczpQRKAle0jBMDPQ,Buteco Sertanejo,"R. Eng. Antonio Lotufo, 974 - Sítio do Campo, Praia Grande - SP, 11725-020, Brasil",Praia Grande,casa noturna,4.8,69.0,-23.9995624,-46.4254042,(13) 99766-4595,
ChIJHZb5iqgo0JQRQagztw68-hw,Totem Beach Bar,"Av. Gov. Mário Covas Júnior, 3735 - São João Batista, Peruíbe - SP, 11750-000, Brasil",Peruíbe,Bar/Casa Noturna,4.7,791.0,-24.3070359,-46.9763104,(13) 99670-3407,
ChIJHbFovPvV0ZQRv_Cap3WT1JU,Adega Semaforo,"R. Ver. Angelino de Bortoli, 18 - Sabaúna, Itanhaém - SP, 11740-000, Brasil",Itanhaém,adega,4.6,30.0,-24.185048,-46.81666999999999,(13) 99626-6109,
ChIJHxAl7CUdzpQRaQDwZ_lKJS8,Canto dos Ursos Club,"Av. Pres. Kennedy, 549 - Boqueirão, Praia Grande - SP, 11701-335, Brasil",Praia Grande,casa noturna,5.0,36.0,-24.0023583,-46.4156454,(13) 98167-3126,http://www.cantodosursos.club/
ChIJHzxW1QonzpQRM479IIa6waI,DE GATTO MUSIC BAR,"Av. São Paulo, 2691 - Vila Ac, Mongaguá - SP, 11730-000, Brasil",Mongaguá,Bar/Casa Noturna,4.5,1157.0,-24.0993367,-46.6293756,(13) 97800-1524,
ChIJI1ZcoAcdzpQRNi_7NeVKnpo,Adega Alves,"R. Marcílio Dias, 55 - Canto do Forte, Praia Grande - SP, 11700-460, Brasil",Praia Grande,adega,4.3,171.0,-24.0063693,-46.3996697,(13) 99720-1654,https://www.lojalocal.com/18846320000122
ChIJId_caQAdzpQRd-LH-DJJIoo,Yza'bellas Night Club,"Av. Pres. Kennedy - Vila Caiçara, Praia Grande - SP, 11702-200, Brasil",Praia Grande,casa noturna,3.0,3.0,-24.0443135,-46.5240824,(13) 99752-1193,
ChIJIyRRL5cn0JQRJ3_3cLe6MwM,Barão da breja,"Av. Padre Anchieta, 3500 - Arpoador, Peruíbe - SP, 11750-000, Brasil",Peruíbe,bar,4.1,478.0,-24.3058561,-46.9800641,(13) 99771-9021,
ChIJJ5onhrIrzpQRuFUIBHT5HUs,50tão Bar & Karaokê,"Estr. Gentil Peres, 195 - Umuarama, Itanhaém - SP, 11740-000, Brasil",Itanhaém,casa noturna,4.6,189.0,-24.1818402,-46.8186719,(13) 97417-2221,http://www.cinquentaobar.com.br/
ChIJJ9jlHwD_0ZQRq8tpURKf7SQ,Casa Rosa 🌹,"R. José Silva Figueiredo, 209 - Jardim Tres Marias, Guarujá - SP, 11440-440, Brasil",Guarujá,casa noturna,,,-23.9833533,-46.2400337,(13) 99729-3113,
ChIJJX-IqhQdzpQRy2i2yM8DrJs,Vixe Bar Mallet,"Av. Mal. Mallet, 1155 - Canto do Forte, Praia Grande - SP, 11700-400, Brasil",Praia Grande,bar,4.8,1660.0,-24.0074891,-46.40627749999999,(13) 99134-2205,https://www.instagram.com/vixebar.pg/
ChIJJcxpMqAfzpQR1qPq1njF2o8,Galpão 13,"R. L. Conserino, 35 - Quietude, Praia Grande - SP, 11718-210, Brasil",Cubatão,casa noturna,3.2,6.0,-24.0163849,-46.4788068,,
ChIJJeUlcqco0JQRb6LemA60bUg,Adega Emporio LITORAL,"Av. Padre Anchieta, 3581 - Arpoador, Peruíbe - SP, 11750-000, Brasil",Peruíbe,adega,4.5,205.0,-24.3051441,-46.97969670000001,(13) 3453-2225,https://instagram.com/_emporiolitoral?igshid=YmMyMTA2M2Y=
ChIJJy4eBzoDzpQR3X3enfhaBsY,S.O.S BEBIDAS em santos,"13 - 992056099José Menino, Santos - SP, 11065-201, Brasil",Santos,adega,4.4,102.0,-23.9679774,-46.3500239,(13) 3219-2497,
ChIJJywPRRwbzpQR7SpPVt4VwiA,Adega Toca do coco,"R. São José, 78 - Vila São José, Cubatão - SP, 11523-050, Brasil",Cubatão,adega,4.8,18.0,-23.9047581,-46.4242043,(13) 99803-7350,
ChIJKT4sC4YDzpQRHQqncRjTi-4,Mariner's Bar,"R. João Octavio, 20 - Paquetá, Santos - SP, 11013-120, Brasil",Santos,casa noturna,4.1,111.0,-23.9354985,-46.3156763,(13) 99116-6269,https://www.facebook.com/MarinersBarSantos/
ChIJKVnzSqUczpQRqY2b8CrRpcM,Surferia Lounge Bar,"R. Niterói, 327 - Jardim Independencia, São Vicente - SP, 11380-350, Brasil",São Vicente,bar,4.8,368.0,-23.9610111,-46.3731996,,
ChIJKWfbEn_V0ZQRuT8LbNb32ks,Adega Point 24h Delivery,"Av. José Batista Campos, 520 - Cidade Anchieta, Itanhaém - SP, 11740-000, Brasil",Itanhaém,adega,5.0,39.0,-24.1770514,-46.7878252,(11) 94193-1529,https://adega-point-24hr.ola.click/products
ChIJKXHNC6cDzpQR9j78YH1Iiio,Cachaça House,"Av. Bernardino de Campos, 293 - Campo Grande, Santos - SP, 11065-003, Brasil",Santos,casa noturna,4.4,146.0,-23.9557194,-46.337374,(13) 98805-2945,https://www.instagram.com/cachacahouse?igsh=dHM2cXh3NHJnZXB4
ChIJKZmSxgIdzpQRVWlktjsSu54,Bar & Adega Point da Praia.,"Av. Embaixador Pedro de Toledo, 507 - Centro - Gonzaguinha, São Vicente - SP, 11320-440, Brasil",São Vicente,bar,4.7,39.0,-23.969876,-46.3833128,(13) 99619-5105,
ChIJL2jzdHEr0JQRn0-tgHyHLgA,Amazonas drinks,"R. Amazonas, 945 - Gaivota, Itanhaém - SP, 11740-000, Brasil",Itanhaém,casa noturna,4.5,2.0,-24.2025772,-46.83713239999999,(13) 99167-4540,
ChIJL9wIxHgbzpQRtOiJeLpIM4c,Adega das Torres,"R. Espanha, 368 - Casqueiro, Cubatão - SP, 11533-140, Brasil",Cubatão,adega,5.0,3.0,-23.9290248,-46.40753249999999,,https://www.instagram.com/adegadastorres?igsh=aDE5NTg2YWZlaXZo
ChIJLRkNjcsp0JQRe_foxjdzZKg,Adega do Bocão,"Estr. dos Índios - Jardim dos Prados, Peruíbe - SP, 11750-000, Brasil",Peruíbe,adega,5.0,10.0,-24.261739,-46.9618377,(13) 99617-6751,
ChIJLSGM0k9ZzpQRrPYiNGA6J90,Adega dos brodinhos,"Av. Pres. Castelo Branco, 2150 - loja 2 adega - Guilhermina, Praia Grande - SP, 11702-255, Brasil",Praia Grande,adega,4.8,16.0,-24.0134549,-46.4214432,(13) 99647-8313,https://instagram.com/adega_dos_brodinhos
ChIJLWI_BgoazpQRa_zoeP1oGgE,Bar Da Laura,"R. Primeiro de Maio, 364 - Vila Nova, Cubatão - SP, 11520-130, Brasil",Cubatão,bar,4.4,178.0,-23.8939408,-46.4243651,(13) 3372-5115,
ChIJLYpsNSsnzpQR8P0zLgi699M,Seu Tuca Lounge Bar,"R. Hermenegildo Barbosa, 327 - Centro, Mongaguá - SP, 11730-000, Brasil",Mongaguá,Bar/Casa Noturna,4.6,295.0,-24.094329,-46.6204034,(13) 98190-9059,https://www.instagram.com/seu_tuca/
ChIJLbkpmj0ozpQRuGfcF4LWgvQ,Bar Bolas,"Av. Nossa Sra. de Fátima, 532 - Balneário Agenor de Campos, Mongaguá - SP, 11730-000, Brasil",Mongaguá,bar,4.6,3197.0,-24.127396,-46.6908486,(13) 3506-1253,
ChIJLwujnnsrzpQR3qG-qOSp_EM,Bar 24 horas,"Oásis, Itanhaém - SP, 11740-000, Brasil",Itanhaém,bar,4.6,10.0,-24.1547601,-46.7909405,(11) 95320-2126,
ChIJM-RzmX76zZQRp0siIWfqCdM,Bar da Carmen e Toninha,"Av. Anchieta, 4661-4743 - Jardim Indaia, Bertioga - SP, 11250-000, Brasil",Bertioga,bar,4.5,285.0,-23.8061827,-46.0606648,(13) 99617-5658,
ChIJM7Qcgxsr0JQR6NW2VvmyVaw,La’Casa Roxa,"R. Colômbia, 1102 - Cibratel - Chácaras, Itanhaém - SP, 11740-000, Brasil",Itanhaém,Bar/Casa Noturna,4.8,22.0,-24.1956684,-46.8342479,(13) 99698-7187,
ChIJM7nQYgARzpQRJAFn-BCNvVg,Casa Mesquita,"R. Rio de Janeiro, 470 - Vila Nova, Cubatão - SP, 11520-050, Brasil",Cubatão,casa noturna,5.0,4.0,-23.8935988,-46.4244692,,
ChIJMab40IQEzpQRwsklELKjY9U,Cadillac Music Bar,"R. S. Bento, 50 - Centro Histórico, Santos - SP, 11010-305, Brasil",Santos,casa noturna,4.5,530.0,-23.9325791,-46.3344047,(13) 99796-2001,http://www.cadillacbar.com.br/
ChIJMyi3xI_V0ZQR0ibTfc89L_k,Toca do Tubarão,"Av. Vicente de Carvalho, 776 - Praia dos Sonhos, Itanhaém - SP, 11740-000, Brasil",Itanhaém,Bar/Casa Noturna,4.5,140.0,-24.1951278,-46.8021682,(13) 99671-1070,http://www.instagram.com/tocadotubarao_
ChIJN3pOn9QdzpQRlTMs8HB_T5w,Marina Club Restaurant,"R. Japão, 205 - Parque Bitaru, São Vicente - SP, 11330-210, Brasil",São Vicente,casa noturna,5.0,1.0,-23.9759012,-46.3972931,,
ChIJNQP_W18fzpQR1To9jYRR4Ws,Tropical Drink's ll,"R. Moacyr de Camargo, 120 - Tupiry, Praia Grande - SP, 11719-050, Brasil",Praia Grande,casa noturna,5.0,4.0,-24.0158174,-46.4687493,(13) 99637-0986,
ChIJNQgzk5cnzpQRGEZNkiLqQsg,Chega +Da Fran Bar E Petiscaria,"Av. São Paulo - 4143Vila Atlântica, Mongaguá - SP, 11730-000, Brasil",Mongaguá,bar,4.7,32.0,-24.1141995,-46.6597427,(13) 99176-8356,
ChIJNXIs-5YDzpQRS8rAZ7uWCb4,Adega Altos Drink's,"R. Luís Gama, 270 - Macuco, Santos - SP, 11015-151, Brasil",Santos,adega,4.8,22.0,-23.9547679,-46.3210329,(13) 99753-1244,
ChIJNcE0qm4dzpQR3C3yzUMI8ik,Adega EL KING HOOKAH,"R. Dr. Roberto Shoji, 288 - Boqueirão, Praia Grande - SP, 11701-030, Brasil",Praia Grande,adega,4.9,53.0,-24.0108866,-46.4155155,(11) 94010-1349,
ChIJNcaHinb8zZQR0TBqipujeJc,Pastel Bertioga - Restaurante & Bar,"Av. Anchieta, 1500 - Centro, Bertioga - SP, 11250-282, Brasil",Bertioga,bar,4.1,2847.0,-23.8427008,-46.1347682,(13) 99690-8689,http://www.pastelbertioga.com.br/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11689729673549950235
ChIJNwrcwuEbzpQRRZmrk4p8S0I,Adega da Frentona,"R. Santa Júlia, 1 - Vila dos Pescadores, Cubatão - SP, 11531-010, Brasil",Cubatão,adega,5.0,3.0,-23.9261756,-46.4022342,(13) 97415-2251,https://www.instagram.com/adegadafrentona01/
ChIJNyfoarTV0ZQRHOxGZB7mDqI,PostoV8_bar,"Av. Harry Forssell, N° 736 - Belas Artes, Itanhaém - SP, 11740-000, Brasil",Itanhaém,bar,4.8,37.0,-24.189454,-46.815879,,https://instagram.com/postov8_bar?igshid=YmMyMTA2M2Y=
ChIJO0okaD__0ZQRx_NmnKScgjs,Barbiritta Guarujá,"Av. Leomil, 772 - Centro, Guarujá - SP, 11410-162, Brasil",Guarujá,bar,4.2,576.0,-23.9966758,-46.26092449999999,,https://www.instagram.com/barbirittaguaruja/
ChIJO1OUO_MRzpQRvDS7bLDKHGU,Estação Flamengo,"R. Mal. Rondon, 57 - Parque Fernando Jorge, Cubatão - SP, 11500-280, Brasil",Cubatão,Bar/Casa Noturna,4.3,43.0,-23.8809847,-46.41611289999999,(13) 99667-1991,
ChIJO3yMbRIRzpQRHB8STEwv7e8,Boteco Guará Vermelho,"R. Antônio Lemos, 155 - Vila Paulista, Cubatão - SP, 11510-110, Brasil",Cubatão,bar,4.5,34.0,-23.8879028,-46.4228205,(13) 99159-3563,
ChIJO534gbwdzpQRxKnld97QQKM,Bar do Capitão,"Av. Capitão-Mor Aguiar, 737 - Centro, São Vicente - SP, 11310-201, Brasil",São Vicente,bar,4.4,258.0,-23.9647649,-46.3918865,(13) 98851-9675,https://instagram.com/bar.docapitao
ChIJO6jvxNEczpQRKR1_wFfJmDU,Espaço Isla Bonita,"Alameda Ari Barroso, 274 A - Ilha Porchat, São Vicente - SP, 11320-400, Brasil",São Vicente,casa noturna,4.6,48.0,-23.9790758,-46.3688961,(13) 3468-6925,
ChIJOQ_r1wgazpQRibY6aAJ3Dvc,Reserva Team Bar,"Av. Cruzeiro do Sul, 130 - Vila Nova, Cubatão - SP, 11525-150, Brasil",Cubatão,Bar/Casa Noturna,4.4,576.0,-23.8990728,-46.4273046,(13) 3371-9849,
ChIJORmyc7IDzpQRZAbnKT8N0s8,Dantas Music Bar,"Av. Sen. Dantas, 401 - Embaré, Santos - SP, 11015-210, Brasil",Santos,bar,4.5,1525.0,-23.9654159,-46.3139748,(13) 3345-5590,https://mechamenozap.com.br/dantas-music-bar/
ChIJOX1p1bb_0ZQRHq23o559ADY,Casa das coelhinhas,"Av. Assis Chateaubriand, 1546 - Jardim Virginia, Guarujá - SP, 11442-150, Brasil",Guarujá,casa noturna,5.0,2.0,-23.9708782,-46.21283589999999,(13) 99623-4400,
ChIJOXmCJ2YfzpQRsO4XcDl8yvI,Goma do Renanzin,"R. Cantor Adoniran Barbosa - Ilha das Caieiras, Praia Grande - SP, 11724-450, Brasil",Cubatão,casa noturna,5.0,2.0,-24.007465,-46.4761638,(11) 98898-5403,
ChIJOYX3BEwBzpQRJrknOjKV18Y,Vegas Club Bar,"R. Belo Horizonte, 15 - Vila Zilda, Guarujá - SP, 11436-080, Brasil",Guarujá,casa noturna,4.6,53.0,-23.9735282,-46.250213,(13) 99734-9154,
ChIJOeojbkOMzZQRsTT5uKjCXZE,Igor Club Liberal,"Av. Deputado Emílio Justo, 1372 - Boracéia, Bertioga - SP, 11271-135, Brasil",Bertioga,Bar/Casa Noturna,4.1,46.0,-23.7443707,-45.8546991,(13) 99618-4123,https://www.instagram.com/igor.club.liberal?igsh=Z2kyNWVjcjJqeDZx
ChIJOzlYXwvxzZQReJVGy_H6JMU,Aadega Riviera,"Centro Comercial UPTOWN RIVIERA LOJA13 - Alameda das Samambais, 2869 - Riviera de São Lourenço, Bertioga - SP, 11261-219, Brasil",Bertioga,adega,4.6,25.0,-23.7903635,-46.0328609,(11) 95582-3355,https://bit.ly/AtendimentoAdega
ChIJP-VaGEYnzpQRwsB5S4eThnQ,013 Lounge,"R. Colômbia, 387 - Vila Vera Cruz, Mongaguá - SP, 11730-000, Brasil",Mongaguá,bar,4.9,15.0,-24.0958639,-46.6501126,,
ChIJP89Ygi0czpQR0J9eGeSMuTE,Nosso Bar Lounge,"Av. Pres. Kennedy, 2130 - Guilhermina, Praia Grande - SP, 11702-200, Brasil",Praia Grande,Bar/Casa Noturna,4.5,2564.0,-24.0071415,-46.4302256,(13) 99728-3866,
ChIJPRUyM8InzpQRm4tc9_86i9Q,Sonzera Beer Pub,"Av. Olindo Tamagnini, 155 - Centro, Mongaguá - SP, 11730-000, Brasil",Mongaguá,Bar/Casa Noturna,5.0,93.0,-24.095579,-46.6231206,(13) 97801-8904,http://www.sonzerabeerpub.com.br/
ChIJPTZuOncpzpQRMQI2-PjVXSw,Empório Rainha do Mar,"Av. Tiradentes, 11053 - Balneário Flórida Mirim, Mongaguá - SP, 11730-000, Brasil",Mongaguá,casa noturna,4.6,114.0,-24.1364509,-46.7042337,(13) 99196-3426,
ChIJPwkyeTQFzpQRk6LFowjRv08,Nosso Bar History,"R. Gonçalves Dias, 16 - Centro, Santos - SP, 11010-160, Brasil",Santos,Bar/Casa Noturna,4.6,2179.0,-23.9329009,-46.3323321,(13) 99789-9900,
ChIJPy8usGH_0ZQRQT7b8QK2cTk,SEGUE O BAILE Adega e Tabacaria,"Av. Atlântica, 983 - Balneario Cidade Atlantica, Guarujá - SP, 11460-512, Brasil",Guarujá,adega,4.5,20.0,-23.976605,-46.2228703,(13) 99784-2561,
ChIJQ8q8--so0JQRkUHlubihsps,Adega Trevo Peruibe Loja 01,"Av. Padre Anchieta, 6661 - São José, Peruíbe - SP, 11750-000, Brasil",Peruíbe,adega,4.7,92.0,-24.2861091,-46.9566332,(13) 99705-9244,
ChIJQT0yI4jVz5QRnT1PGCIbktY,K-verna Drinks,"Francisco Rodrigues Gomes - Umuarama, Itanhaém - SP, 11740-000, Brasil",Itanhaém,bar,5.0,37.0,-24.1767026,-46.8348932,(13) 99647-0453,https://www.instagram.com/adega_kverna/
ChIJQWLC1LUnzpQRnTMW-7UdiCE,Whiskrytório Bar,"R. Cap. Balduíno, 88 - Centro, Mongaguá - SP, 11730-000, Brasil",Mongaguá,bar,5.0,11.0,-24.0947957,-46.6188626,,
ChIJQWZ349MdzpQR747Te0MMlOU,Pokas bar,"R. Jacob Emmerich, 694 - Centro, São Vicente - SP, 11310-070, Brasil",São Vicente,bar,4.4,23.0,-23.9662102,-46.3875334,(13) 99689-1167,
ChIJQZU7EQ8dzpQRAP7xhuq3BTM,Adega São Paulo - Delivery de Bebidas,"Zap (13 - 95538-5022 - Boqueirão, Praia Grande - SP, 11701-380, Brasil",Bertioga,adega,4.4,37.0,-24.0093429,-46.4185261,(13) 97415-0056,
ChIJQ_LaOisn0JQRYEQby9LiIL4,Adega Geladão Peruíbe,"Av. Padre Anchieta, 2921a - Bal Stella Maris, Peruíbe - SP, 11750-000, Brasil",Peruíbe,adega,4.8,128.0,-24.3091592,-46.9848659,(13) 99690-3353,
ChIJQaUK5WAn0JQR3DOMRTloiT0,Toca da Onça Cerveja Artesanal,"Av. 24 de Dezembro, 478 - Centro, Peruíbe - SP, 11750-000, Brasil",Peruíbe,Bar/Casa Noturna,4.9,105.0,-24.3202305,-47.0046647,(13) 97418-6698,
ChIJQe0I5Fgn0JQRzpNWCXGOgQY,Adega VP,"R. 5, N° 120 - Vila Peruibe, Peruíbe - SP, 11750-000, Brasil",Peruíbe,adega,4.9,15.0,-24.2566227,-46.9874957,(13) 99125-2996,
ChIJQwv7-J0czpQRJyO2xE3o6O4,Bar e Restaurante da Marcia,"Av. Pérsio de Queirós Filho, 768 - Catiapoã, São Vicente - SP, 11370-300, Brasil",São Vicente,bar,4.6,486.0,-23.9565936,-46.3868152,(13) 97404-2008,https://pedir.delivery/restaurantemarciapezao
ChIJQyZsJmwBzpQRuu6gTU3tkT8,Esquina da Villa bar&cozinha,"Alameda das Violetas, 219 - Vila Santo Antônio, Guarujá - SP, 11432-270, Brasil",Guarujá,bar,4.9,55.0,-23.9847961,-46.2695702,(13) 98140-8212,
ChIJR-2qiXpnzpQRBH1-W0L1KYg,Bar da Kelly,"R. Honduras, 450 - Vila Vera Cruz, Mongaguá - SP, 11730-000, Brasil",Mongaguá,bar,4.8,15.0,-24.0977617,-46.64425780000001,(11) 97719-5416,
ChIJR27RhcYB0pQRCq6sLgP8WTg,Flamingo Restaurante Bar,"Av. Miguel Estefno, 4710 - Lot. Joao Batista Juliao, Guarujá - SP, 11440-534, Brasil",Guarujá,Bar/Casa Noturna,4.2,253.0,-23.9874564,-46.2052689,(13) 3395-8881,https://www.instagram.com/flamingorestaurantebar/
ChIJR7t0BQoazpQRmWGmNr-XrhM,Bar Do Cici,"R. Primeiro de Maio, 361 - Vila Nova, Cubatão - SP, 11520-130, Brasil",Cubatão,bar,4.5,185.0,-23.8941603,-46.4243606,,
ChIJRRFaUi4dzpQRHZ_wf9mcbd0,Adega Dragões,"R. Martim Afonso, 19 - Centro, São Vicente - SP, 11310-901, Brasil",São Vicente,adega,3.4,5.0,-23.9691013,-46.387123,(13) 99115-6162,https://www.instagram.com/dragoesadega/
ChIJRTFDiL4DzpQRh1dPlxUk1fE,London Club Santos,"R. Azevedo Sodré, 130 - Gonzaga, Santos - SP, 11055-051, Brasil",Santos,casa noturna,4.6,26.0,-23.9658872,-46.3305573,(13) 99798-0000,https://www.instagram.com/londonclubsantos/
